,datetime,Unnamed: 0.1,Unnamed: 0,temp,ws,wdir,katabaticity,ws_model,wdir_model,temp_model
0,0,14564.586826347306,14564.586826347306,3.091107784431138,1.0311377245508981,199.42267080745341,-0.18243035998880314,0.5921075725653404,81.88123911943578,1.7936943873541538
1,1,14565.586826347306,14565.586826347306,3.208592814371258,1.0227544910179642,182.83034055727552,-0.13171105136912137,0.4778100230715525,114.04942551494857,2.4115573469808425
2,2,14566.586826347306,14566.586826347306,4.044520958083832,1.141616766467066,150.15548589341694,0.40311881802223043,0.544319221607662,183.49510894601397,3.400974607005887
3,3,14567.586826347306,14567.586826347306,5.504071856287425,1.4227544910179641,102.86666666666666,0.764613217892368,0.8784110164317641,204.0110660593845,4.107707509678898
4,4,14568.586826347306,14568.586826347306,6.687964071856288,1.7823353293413173,152.03394495412843,0.6613146913209478,1.0856722336066194,209.38393472389023,4.615487695344259
5,5,14569.586826347306,14569.586826347306,7.51248502994012,2.3005988023952093,245.23515151515153,0.5283560780580135,1.211155035211774,214.07881151821937,4.995419035860253
6,6,14570.586826347306,14570.586826347306,7.81125748502994,2.711377245508982,288.99633027522935,0.42386935817323085,1.3115562644207113,219.02784766862777,5.29854197407241
7,7,14571.586826347306,14571.586826347306,7.678652694610778,2.937125748502994,298.891277258567,0.3433006464200626,1.3970508387363283,221.1919823445689,5.471724884197474
8,8,14572.586826347306,14572.586826347306,7.2857485029940126,2.957185628742515,308.41339563862925,0.3053178461880956,1.3423101608674797,224.71278361528368,5.427452924480994
9,9,14573.586826347306,14573.586826347306,6.853922155688623,2.748502994011976,298.3228013029316,0.28158956156404746,1.260545275833456,227.44378662718992,5.233087003363048
10,10,14574.586826347306,14574.586826347306,6.4706886227544915,2.4736526946107786,299.67955271565495,0.2944495413571899,1.1552727328658743,228.93917343150673,4.901928240398337
11,11,14575.586826347306,14575.586826347306,6.04377245508982,2.185928143712575,282.4861198738171,0.32016747019887254,0.9842576226168452,232.11636772865825,4.396606695814453
12,12,14576.586826347306,14576.586826347306,5.5943712574850295,1.7940119760479043,276.76221498371336,0.33775886505859076,0.7553528878717307,234.34806288435243,3.7999934415352894
13,13,14577.586826347306,14577.586826347306,5.146916167664671,1.4586826347305388,252.10474683544305,0.42920204636234643,0.5225008178149794,223.48339084704605,3.232896925231812
14,14,14578.586826347306,14578.586826347306,4.799850299401198,1.2817365269461078,248.51661341853034,0.3532210659317914,0.4482166028584788,207.52031776096993,2.912484434367595
15,15,14579.586826347306,14579.586826347306,4.614550898203593,1.154491017964072,228.1209523809524,0.3234874639654124,0.4202163552098103,190.58780241991116,2.725546772386683
16,16,14580.586826347306,14580.586826347306,4.436556886227545,1.1011976047904193,225.79655172413794,0.28622107856538814,0.40647348907262826,176.44493722922485,2.5535095108525194
17,17,14581.586826347306,14581.586826347306,4.2518562874251495,1.081736526946108,217.3443396226415,0.2837057064932069,0.4047122032901136,162.47241056759523,2.392341071126257
18,18,14568.654545454545,14568.654545454545,4.070848484848486,1.0915151515151515,227.95387096774192,0.24897918882167724,0.4206686826237419,152.19946452525576,2.2707914477513658
19,19,14569.654545454545,14569.654545454545,3.8802121212121214,1.0933333333333333,220.95755627009646,0.23888176266504507,0.45665004235010015,132.3943025238769,2.227466339743303
20,20,14570.654545454545,14570.654545454545,3.641242424242424,1.1351515151515152,215.91363636363636,0.23607224423874273,0.4731386403403042,126.99152579366884,2.127916273298391
21,21,14571.654545454545,14571.654545454545,3.4572121212121214,1.1033333333333335,206.506309148265,0.15299342845456215,0.5066893977481193,113.93753141321476,2.0430329938755483
22,22,14572.654545454545,14572.654545454545,3.2966060606060608,1.0872727272727274,197.8314465408805,0.09599127261164517,0.5328850802927313,99.5607871260118,1.9410908209055013
23,23,14573.654545454545,14573.654545454545,3.1965151515151513,1.0478787878787879,189.32727272727274,-0.022910292530124936,0.5577220982267095,89.64190032726337,1.8481045476575753
